heart rate,time
29367,3488
29511,3499
29191,3509
28775,3520
30247,3531
30231,3541
30951,3552
31431,3563
31799,3574
32727,3584
33816,3595
33928,3606
34376,3616
34584,3627
34248,3638
34056,3648
34216,3659
34488,3670
33672,3681
33736,3691
32952,3702
32087,3713
31655,3723
32039,3734
31719,3745
32808,3755
32647,3766
32567,3777
32343,3787
32199,3798
32439,3809
32343,3820
32647,3830
32487,3841
32231,3852
31799,3862
31687,3873
31303,3884
31239,3894
31031,3905
31911,3916
32391,3927
32920,3937
33944,3948
33736,3959
34280,3969
35160,3980
34392,3991
32311,4001
31415,4012
29767,4023
29191,4034
29031,4044
29543,4055
29015,4066
31207,4076
45451,4087
56877,4098
28775,4108
7649,4119
23637,4130
28839,4140
28390,4151
28454,4162
28951,4173
28695,4183
29319,4194
29287,4205
29671,4215
30151,4226
31047,4237
31511,4247
31895,4258
33128,4269
33176,4280
34120,4290
33928,4301
34408,4312
33928,4322
33992,4333
33608,4344
33032,4354
32295,4365
31463,4376
30631,4387
30471,4397
30487,4408
31463,4419
31831,4429
31927,4440
32359,4451
32439,4461
32872,4472
31271,4483
31367,4494
31591,4504
31671,4515
30615,4526
30935,4536
30695,4547
31015,4558
30551,4568
30599,4579
30823,4590
30951,4601
31895,4611
33080,4622
33192,4633
33704,4643
34072,4654
33320,4665
32679,4675
31175,4686
30311,4697
29079,4707
27910,4718
28951,4729
28390,4740
28550,4750
38889,4761
54509,4772
43802,4782
6977,4793
17620,4804
28518,4814
28198,4825
28374,4836
27974,4847
28214,4857
29207,4868
28727,4879
29655,4889
30151,4900
30071,4911
30599,4921
31463,4932
31959,4943
32936,4954
32984,4964
33480,4975
33240,4986
33032,4996
32695,5007
32711,5018
32247,5028
31063,5039
31079,5050
30423,5060
30535,5071
29927,5082
31495,5093
30615,5103
30983,5114
31159,5125
30807,5135
30759,5146
31319,5157
30551,5167
30391,5178
30663,5189
30167,5199
30119,5210
29767,5221
30135,5232
29111,5242
29463,5253
29623,5264
29959,5274
30887,5285
31895,5296
32103,5306
33064,5317
33624,5328
32679,5339
31191,5349
30375,5360
30007,5371
28198,5381
27878,5392
28246,5403
28470,5413
28518,5424
42202,5435
57341,5445
39081,5456
5953,5467
18884,5478
26950,5488
27078,5499
26822,5510
27190,5520
27462,5531
27814,5542
28839,5552
29367,5563
29735,5574
30279,5585
30919,5595
31207,5606
32231,5617
32391,5627
33288,5638
33592,5649
32551,5659
32840,5670
33208,5681
33080,5692
32023,5702
31623,5713
31319,5724
31367,5734
30279,5745
31207,5756
30919,5766
30551,5777
30919,5788
31591,5798
31175,5809
30935,5820
31639,5831
30775,5841
31751,5852
31575,5863
31527,5873
31367,5884
31463,5895
30663,5905
30759,5916
30599,5927
30823,5938
30759,5948
31319,5959
32455,5970
33352,5980
34120,5991
33608,6002
33768,6012
32824,6023
31559,6034
30839,6044
29799,6055
28775,6066
29207,6077
29511,6087
28855,6098
38105,6109
53805,6119
49772,6130
9394,6141
15027,6151
27110,6162
28695,6173
28070,6184
29191,6194
29479,6205
30151,6216
29719,6226
30055,6237
30439,6248
31383,6258
31927,6269
32615,6280
33944,6290
33352,6301
33944,6312
34392,6323
34312,6333
34104,6344
34568,6355
34456,6365
33928,6376
32792,6387
31815,6397
31591,6408
31847,6419
31543,6430
31239,6440
32199,6451
31799,6462
32647,6472
32391,6483
32391,6494
32103,6504
31975,6515
31863,6526
32343,6536
31831,6547
32055,6558
32023,6569
31431,6579
31143,6590
30343,6601
30855,6611
30791,6622
31447,6633
32904,6643
33672,6654
33928,6665
34120,6676
34792,6686
32856,6697
32343,6708
31303,6718
29991,6729
29271,6740
29607,6750
29463,6761
29335,6772
31319,6782
46795,6793
56781,6804
26278,6815
8017,6825
23461,6836
28775,6847
28358,6857
28759,6868
28855,6879
28759,6889
28807,6900
29527,6911
30375,6922
31143,6932
31831,6943
31927,6954
31911,6964
32631,6975
33224,6986
34216,6996
33848,7007
33832,7018
33896,7029
33896,7039
33640,7050
32904,7061
31495,7071
30951,7082
31159,7093
30743,7103
31111,7114
31127,7125
31303,7135
31799,7146
31463,7157
31879,7168
31159,7178
31559,7189
31447,7200
31367,7210
31079,7221
30535,7232
30807,7242
31127,7253
30423,7264
30423,7275
30023,7285
30631,7296
30903,7307
31671,7317
33064,7328
32551,7339
34040,7349
34120,7360
32423,7371
32103,7382
31575,7392
30215,7403
29335,7414
28999,7424
29479,7435
29271,7446
30519,7456
45467,7467
55901,7478
27702,7488
8097,7499
23781,7510
28630,7521
28871,7531
27830,7542
28454,7553
28903,7563
28502,7574
28711,7585
29719,7595
29959,7606
30567,7617
31431,7628
31303,7638
32279,7649
32567,7660
33512,7670
33752,7681
32952,7692
33208,7702
33336,7713
33032,7724
32087,7734
32007,7745
31879,7756
31623,7767
31079,7777
31527,7788
31303,7799
31543,7809
31207,7820
31511,7831
31543,7841
31943,7852
31031,7863
31239,7874
30983,7884
30471,7895
30871,7906
30039,7916
30087,7927
29927,7938
30119,7948
29911,7959
30023,7970
29783,7980
30119,7991
30679,8002
31767,8013
31447,8023
31975,8034
32984,8045
31927,8055
30919,8066
29671,8077
28374,8087
27974,8098
28390,8109
28470,8120
27974,8130
30039,8141
46651,8152
57229,8162
26502,8173
6817,8184
22885,8194
28102,8205
27974,8216
27814,8227
27846,8237
27782,8248
27814,8259
28326,8269
28935,8280
29399,8291
29479,8301
30679,8312
30663,8323
31623,8333
32071,8344
32455,8355
32872,8366
32663,8376
32663,8387
32087,8398
32391,8408
31559,8419
31047,8430
29991,8440
30247,8451
30295,8462
30487,8473
30775,8483
31031,8494
31431,8505
31191,8515
31191,8526
31319,8537
31783,8547
31063,8558
31495,8569
31143,8580
31271,8590
30551,8601
31271,8612
31031,8622
30231,8633
30039,8644
30311,8654
30935,8665
31399,8676
32231,8687
33128,8697
33464,8708
33832,8719
34328,8729
32407,8740
31431,8751
30535,8761
29703,8772
28054,8783
28999,8793
29655,8804
29207,8815
35896,8826
52540,8836
55133,8847
14355,8858
12194,8868
26630,8879
28999,8890
27798,8900
28999,8911
28727,8922
29255,8933
29079,8943
29655,8954
30087,8965
30695,8975
31911,8986
32423,8997
33000,9007
33608,9018
33592,9029
33464,9040
33736,9050
34136,9061
34456,9072
34152,9082
34264,9093
33176,9104
32295,9114
32167,9125
31175,9136
31271,9146
31191,9157
31959,9168
31367,9179
32647,9189
33112,9200
32968,9211
32295,9221
32647,9232
32583,9243
32023,9253
32199,9264
32087,9275
31575,9285
31527,9296
31655,9307
31511,9318
31735,9328
32824,9339
33048,9350
33832,9360
34584,9371
34536,9382
34792,9392
32615,9403
32808,9414
30663,9425
29191,9435
29111,9446
29447,9457
29895,9467
29351,9478
39737,9489
54973,9499
44122,9510
7009,9521
18516,9532
27910,9542
28182,9553
29831,9564
29591,9574
29287,9585
29927,9596
30279,9606
30167,9617
30983,9628
30951,9639
32103,9649
32343,9660
33432,9671
34088,9681
34568,9692
34440,9703
34888,9713
34792,9724
34824,9735
34376,9745
33576,9756
32567,9767
31687,9778
31271,9788
31175,9799
32215,9810
30935,9820
31527,9831
31287,9842
31303,9852
31047,9863
31623,9874
31431,9885
31527,9895
31687,9906
31383,9917
31319,9927
30871,9938
30999,9949
30615,9959
31031,9970
31911,9981
31479,9991
32087,10002
33448,10013
33816,10024
33672,10034
34600,10045
34536,10056
33112,10066
31895,10077
31815,10088
29703,10098
29207,10109
29271,10120
29831,10131
28502,10141
32840,10152
48555,10163
56141,10173
17988,10184
10658,10195
25782,10205
28646,10216
28134,10227
28262,10238
28775,10248
29191,10259
29319,10270
30135,10280
30887,10291
31239,10302
31655,10312
31671,10323
32615,10334
33928,10344
33640,10355
34328,10366
34280,10377
34264,10387
33864,10398
34760,10409
33608,10419
32695,10430
31527,10441
31783,10451
31495,10462
30983,10473
30887,10484
31527,10494
31943,10505
31895,10516
31751,10526
31767,10537
32103,10548
31367,10558
31783,10569
31255,10580
31335,10591
31303,10601
31415,10612
31687,10623
31431,10633
30935,10644
30759,10655
30935,10665
30983,10676
32567,10687
33016,10697
33240,10708
33672,10719
34120,10730
32968,10740
32471,10751
31223,10762
29639,10772
28550,10783
29031,10794
28903,10805
28695,10815
30103,10826
42810,10837
56253,10847
33352,10858
7633,10869
21301,10879
28182,10890
27814,10901
27926,10911
27878,10922
28262,10933
29063,10944
29319,10954
30039,10965
30535,10976
31063,10986
30743,10997
31447,11008
30727,11018
32295,11029
32423,11040
33832,11051
33720,11061
33320,11072
33448,11083
32151,11093
32215,11104
31463,11115
30423,11125
29799,11136
30503,11147
30231,11158
30007,11168
30279,11179
30615,11190
30775,11200
30759,11211
30311,11222
30871,11232
30663,11243
30039,11254
30407,11265
30135,11275
30167,11286
29863,11297
30119,11307
29975,11318
30231,11329
30055,11339
29831,11350
30023,11361
31111,11372
31527,11382
31687,11393
32856,11404
33720,11414
32599,11425
31159,11436
31319,11447
28230,11457
27558,11468
27782,11479
28438,11489
27974,11500
29655,11511
46091,11521
56717,11532
27302,11543
5841,11554
22165,11564
27286,11575
27494,11586
27718,11596
27990,11607
27670,11618
28518,11628
28823,11639
29367,11650
29847,11660
30247,11671
30951,11682
31191,11693
31799,11703
32215,11714
32519,11725
33032,11735
33160,11746
32551,11757
33896,11767
33496,11778
33064,11789
32135,11800
31847,11810
30759,11821
31223,11832
31463,11842
31367,11853
31543,11864
31047,11874
31543,11885
31191,11896
31719,11906
31719,11917
31943,11928
31511,11939
31143,11949
31463,11960
30727,11971
31063,11981
30743,11992
30743,12003
30439,12013
31079,12024
31719,12035
32279,12046
32391,12056
33112,12067
33976,12078
34488,12088
32952,12099
32647,12110
32183,12120
30359,12131
29255,12142
29511,12153
30231,12163
30039,12174
31207,12185
45275,12195
57245,12206
30423,12217
7377,12227
21973,12238
29543,12249
28823,12259
28630,12270
29223,12281
28967,12292
29175,12302
29511,12313
30439,12324
30503,12334
31671,12345
31831,12356
33304,12366
33496,12377
34296,12388
34248,12399
34744,12409
35080,12420
34632,12431
34216,12441
33768,12452
32856,12463
32295,12473
31943,12484
31431,12495
31511,12506
31591,12516
31511,12527
32455,12538
32776,12548
32039,12559
32535,12570
32327,12580
32535,12591
32647,12602
32007,12613
31719,12623
31847,12634
32103,12645
31591,12655
31063,12666
31047,12677
31655,12687
32247,12698
33416,12709
33240,12720
34328,12730
35000,12741
35080,12752
34040,12762
32631,12773
32583,12784
30423,12794
29479,12805
29447,12816
29335,12826
29655,12837
31015,12848
43610,12859
56605,12869
34696,12880
7825,12891
22485,12901
29111,12912
28999,12923
28422,12933
29463,12944
29159,12955
29927,12966
30263,12976
30871,12987
31111,12998
32151,13008
32087,13019
33000,13030
33352,13040
33976,13051
34328,13062
33896,13072
35096,13083
34568,13094
34472,13105
33528,13115
32968,13126
32263,13137
31783,13147
31111,13158
31015,13169
31287,13179
30775,13190
31287,13201
32295,13212
32327,13222
31671,13233
31799,13244
32359,13254
32231,13265
30903,13276
31447,13286
31447,13297
31751,13308
30791,13319
30935,13329
31463,13340
31383,13351
31319,13361
32199,13372
32808,13383
33464,13393
33864,13404
34136,13415
34728,13426
32439,13436
32039,13447
30871,13458
29111,13468
28935,13479
29479,13490
29623,13500
28695,13511
37529,13522
53661,13533
47819,13543
8145,13554
16339,13565
27574,13575
28566,13586
27750,13597
29319,13607
29159,13618
29767,13629
29815,13639
29767,13650
31095,13661
30871,13672
31191,13682
31799,13693
33192,13704
32824,13714
33912,13725
33912,13736
34024,13746
33416,13757
33624,13768
33336,13779
32727,13789
31751,13800
31591,13811
31671,13821
30167,13832
30231,13843
30519,13853
30743,13864
31127,13875
30791,13885
30215,13896
30647,13907
30679,13918
30759,13928
30551,13939
30119,13950
30935,13960
30743,13971
30503,13982
30103,13992
30775,14003
29831,14014
30103,14025
30359,14035
31335,14046
32039,14057
32679,14067
32968,14078
33944,14089
33048,14099
31687,14110
30919,14121
29799,14132
28695,14142
28294,14153
28662,14164
28422,14174
29367,14185
41274,14196
56877,14206
38361,14217
5537,14228
19204,14239
27526,14249
26886,14260
26502,14271
27206,14281
27142,14292
27974,14303
27542,14313
28470,14324
28823,14335
29527,14346
31063,14356
31639,14367
31559,14378
31735,14388
32583,14399
32952,14410
33192,14420
33576,14431
33416,14442
32776,14453
32407,14463
32007,14474
31143,14485
30791,14495
30743,14506
30215,14517
30647,14527
31111,14538
31079,14549
31495,14559
31783,14570
30951,14581
31495,14592
31367,14602
30871,14613
30727,14624
30215,14634
30407,14645
30423,14656
29655,14666
29831,14677
30135,14688
30567,14699
31927,14709
32103,14720
34040,14731
33720,14741
34152,14752
34152,14763
32359,14773
31623,14784
30535,14795
29447,14805
29175,14816
29495,14827
29479,14838
29479,14848
39065,14859
55517,14870
48059,14880
8754,14891
16980,14902
28422,14912
28791,14923
28582,14934
29207,14945
29079,14955
29287,14966
29319,14977
30343,14987
30615,14998
31159,15009
31255,15019
32039,15030
32711,15041
33224,15052
33896,15062
34008,15073
34136,15084
34616,15094
34776,15105
34632,15116
33864,15126
33064,15137
32583,15148
32023,15159
31383,15169
32167,15180
31959,15191
32023,15201
32215,15212
32423,15223
32599,15233
32423,15244
32279,15255
33128,15265
31767,15276
31767,15287
32439,15298
32263,15308
32647,15319
32327,15330
31943,15340
31623,15351
31447,15362
31111,15372
32391,15383
33000,15394
33560,15405
33992,15415
34232,15426
34408,15437
33064,15447
32599,15458
31831,15469
30567,15479
29511,15490
30087,15501
30215,15512
29751,15522
36424,15533
53533,15544
53132,15554
12579,15565
14739,15576
27734,15586
28662,15597
29031,15608
29527,15618
29495,15629
29607,15640
29591,15651
31047,15661
30407,15672
30775,15683
31591,15693
32263,15704
33176,15715
33848,15725
33560,15736
34248,15747
34696,15758
34280,15768
34968,15779
34584,15790
33736,15800
33128,15811
32727,15822
31671,15832
31431,15843
31063,15854
32311,15865
31303,15875
31687,15886
31575,15897
32471,15907
32279,15918
32071,15929
31751,15939
